messages	label	predictions
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Bowen Island is a popular day trip or weekend excursion offering kayaking, hiking, shops, restaurants, and more.\nSantali:'}]	ᱵᱳᱣᱮᱱ ᱫᱤᱯ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱦᱚᱲᱠᱳᱣᱟᱜ ᱨᱟᱹᱥᱠᱟᱹ ᱫᱤᱱ ᱨᱮᱭᱟᱜ ᱥᱟᱝᱜᱷᱟᱨ ᱟᱨᱵᱟᱝ ᱮᱜᱮᱢᱟᱦᱟ ᱫᱟᱬᱟᱱ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱠᱚᱭᱟᱠᱤᱝᱜᱽ, ᱡᱮᱞᱮᱧ ᱛᱟᱲᱟᱢ ᱥᱟᱝᱜᱷᱟᱨ, ᱫᱩᱠᱟᱱ ᱠᱚ, ᱨᱮᱥᱛᱚᱨᱟᱸ, ᱟᱨ ᱟᱨᱦᱚᱸ ᱟᱹᱰᱤᱜᱟᱱ᱾	Bowen Island hānānādāy bārīrāng bārīrāng kāyākīng, hākīng, bārīrāng, bārīrāng, ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārāng ārā
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The trial took place at Birmingham Crown Court and concluded on August 3.\nSantali:'}]	ᱢᱚᱨᱠᱚᱨᱫᱚᱢᱟ ᱫᱚ ᱵᱳᱨᱢᱤᱝᱦᱚᱢ ᱠᱨᱟᱣᱩᱱ ᱠᱳᱨᱴ ᱨᱮ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱓ ᱟᱜᱚᱥᱴ ᱨᱮ ᱢᱩᱪᱟᱹᱫ ᱞᱮᱱᱟ।	Birmingham Crown Court re juri hãrãn kãrãn kãlãm jãhãrãn kãtãrãn ãrãm 3 gãtãrãn ãrãm ãkãrãn.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: For those who enjoy outdoor activities, a trek up the Sea to Sky corridor is essential.\nSantali:'}]	ᱩᱱᱠᱩ ᱦᱚᱲᱠᱚ ᱡᱟᱦᱟᱸᱭ ᱵᱟᱨᱦᱮ ᱮᱠᱴᱤᱵᱷᱤᱴᱤᱠᱚ ᱨᱟᱹᱥᱠᱟᱹᱭᱮᱫ, ᱢᱤᱫ ᱵᱟᱹᱭᱵᱟᱹᱭ ᱛᱟᱲᱟᱢ ᱥᱟᱹᱢᱩᱸᱫᱽ ᱠᱷᱚᱱ ᱥᱮᱨᱢᱟ ᱦᱚᱸ ᱞᱟᱹᱠᱛᱤᱜᱮᱭᱟ᱾	Jalde jalde jomkate disom, Sea to Sky corridor re jomkate disom.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Whistler (1.5 hour drive from Vancouver) is expensive but well-known because of the 2010 Winter Olympics.\nSantali:'}]	ᱦᱩᱭᱥᱞᱚᱨ (ᱵᱷᱟᱱᱠᱩᱵᱮᱨ ᱠᱷᱚᱱ ᱑.᱕ ᱴᱟᱲᱟᱝ ᱨᱮᱭᱟᱜ ᱥᱟᱝᱜᱷᱟᱨ ) ᱢᱚᱦᱚᱝᱜᱟ ᱜᱮᱭᱟ ᱢᱮᱱᱠᱦᱟᱱ ᱒᱐᱑᱐ ᱨᱟᱵᱟᱝᱠᱷᱮᱯ ᱳᱞᱚᱢᱯᱤᱠ ᱨᱮᱭᱟᱜ ᱣᱚᱡᱚᱦᱚ ᱛᱮ ᱯᱨᱚᱥᱤᱫᱷᱚ ᱢᱮᱱᱟᱜᱼᱟ᱾	Whistler (Vancouver re 1.5 ghanta drive) kuliyo, 2010 Winter Olympics re aran baha.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The presenter, who was arrested at the scene, denied the attack and claimed he used the pole to protect himself from bottles being thrown at him by up to thirty people.\nSantali:'}]	ᱩᱱᱤ ᱥᱚᱫᱚᱨᱤᱭᱟᱹ , ᱚᱠᱚᱭ ᱠᱚ ᱜᱷᱚᱴᱬᱟ ᱨᱮᱠᱚ ᱟᱨᱮᱥᱴ ᱞᱮᱫᱮᱭᱟ, ᱫᱚ ᱦᱟᱢᱞᱟ ᱵᱟᱝ ᱦᱩᱭᱟᱠᱟᱱᱟ ᱞᱟᱹᱭ ᱠᱮᱫ-ᱟ ᱟᱨ ᱩᱱᱤ ᱱᱤᱡᱮ ᱫᱟᱹᱵᱤ ᱠᱮᱜ-ᱟᱭ ᱡᱮ ᱯᱮ-ᱜᱮᱞᱟᱱ ᱜᱟᱫᱮᱞ ᱦᱚᱲᱟᱜ ᱵᱩᱛᱩᱞᱠᱚ ᱪᱟᱯᱟᱫ ᱠᱷᱚᱱ ᱨᱩᱠᱷᱭᱟᱹᱜ ᱞᱟᱹᱜᱤᱱ ᱠᱟᱱ ᱠᱷᱚᱱ ᱵᱟᱧᱪᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱯᱚᱦᱚᱞ ᱮ ᱵᱮᱵᱷᱟᱨ ᱞᱮᱫ-ᱟI	এই অনুষ্ঠানকারী, যিনি ঘটনাস্থলে গ্রেফতার হন, আক্রমণটি অস্বীকার করে এবং দাবি করেন যে তিনশত লোকের দ্বারা তাকে ফেলা বোতলগুলি থেকে নিজেকে রক্ষা করতে তিনি পোল ব্যবহার করেছেন।
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Permits must be reserved in advance. You must have a permit to stay overnight at Sirena.\nSantali:'}]	ᱯᱚᱨᱢᱤᱴ ᱠᱚᱫᱚ ᱯᱩᱭᱞᱩ ᱠᱷᱚᱱ ᱨᱤᱡᱚᱨᱵᱷ ᱛᱟᱦᱮᱱ ᱡᱟᱹᱨᱩᱲ᱾ ᱟᱢ ᱥᱟᱭᱨᱮᱱᱟ ᱨᱮ ᱧᱤᱫᱟᱹ ᱵᱟᱥᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱞᱟᱦᱟᱨᱮ ᱯᱚᱨᱢᱤᱴ ᱛᱟᱦᱮᱱ ᱞᱟᱹᱠᱛᱤ᱾	"Permits must be reserved in advance. You must have a permit to stay overnight at Sirena.
Santali: Permits koṛaṛe ᱥᱟᱱᱛᱷᱟᱨᱟᱹ ᱯᱟᱹᱨᱤᱭᱟᱹ ᱥᱮᱨᱟᱹᱛᱷᱟᱨᱟᱹ ᱥᱟᱱᱛᱷᱟᱨᱟᱹᱭᱟᱹᱨᱤᱭᱟᱹ. ᱥᱮᱨᱟᱹᱛᱷᱟᱨᱟᱹ ᱥᱟᱱᱛᱷᱟᱨᱟᱹᱭᱟᱹᱨᱤᱭᱟᱹ ᱛᱟᱹᱨᱤᱭᱟᱹ Sirena ᱥᱟᱱᱛᱷᱟᱨᱟᱹ ᱥᱮᱨᱟᱹᱛᱷᱟᱨᱟᱹ ᱥᱟᱱᱛᱷᱟᱨᱟᱹᱭᱟᱹᱨᱤᱭᱟᱹ."
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Sirena is the only ranger station that offers dormitory lodging and hot meals in addition to camping. La Leona, San Pedrillo, and Los Patos offer only camping with no food service.\nSantali:'}]	ᱥᱟᱭᱨᱮᱱᱟ ᱫᱚ ᱢᱤᱫ ᱨᱮᱧᱡᱚᱨ ᱥᱴᱮᱥᱚᱱ ᱡᱟᱦᱟᱸ ᱨᱮ ᱰᱳᱨᱢᱤᱴᱳᱨᱤ ᱞᱚᱡᱤᱝ ᱟᱨ ᱠᱮᱢᱯᱤᱝ ᱥᱟᱶ ᱞᱚᱞᱚ ᱡᱚᱢᱟᱜ ᱮᱢᱚᱜᱼᱟᱭ᱾ ᱞᱟᱞ ᱞᱤᱣᱱᱟ, ᱥᱟᱱ ᱯᱮᱰᱨᱤᱞᱳ, ᱟᱨ ᱞᱚᱥ ᱯᱟᱴᱳᱥ ᱠᱚᱫᱚ ᱠᱮᱢᱯᱤᱝ ᱨᱮᱫᱚ ᱠᱮᱵᱚᱞ ᱡᱚᱢᱟᱜ ᱫᱚ ᱵᱟᱠᱚ ᱮᱢᱚᱜ ᱠᱟᱱᱟ᱾	Sirena hãrãn kãnãrãn jãrãrãn hãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnãrãnã
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Blake was also convicted of attempting to pervert the course of justice.\nSantali:'}]	ᱵᱽᱞᱮᱠ ᱫᱚ ᱱᱭᱟᱭ ᱨᱮᱟᱜ ᱦᱚᱨ ᱨᱮ ᱵᱟᱫᱷᱟ ᱮᱢ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱸ ᱫᱚᱥ ᱞᱮᱫᱮᱭᱟ ᱠᱚ᱾	Blake hãrãnãnã mõlãmãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãrãnãnã hãr
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The Park Service (MINAE) does not issue park permits more than one month in advance of anticipated arrival.\nSantali:'}]	ᱯᱟᱨᱠ ᱥᱟᱨᱵᱷᱤᱥ ᱫᱚ (ᱮᱢᱹᱟᱭᱹᱮᱱᱹᱮᱹᱤ)ᱟᱱᱴᱤᱥᱤᱯᱴᱮᱰ ᱥᱮᱴᱮᱨ ᱞᱟᱦᱟ ᱢᱤᱫ ᱪᱟᱸᱫᱚ ᱠᱷᱚᱱ ᱵᱤᱥᱛᱤ ᱚᱠᱛᱚ ᱢᱟᱬᱟᱝ ᱠᱷᱚᱱ ᱯᱚᱨᱢᱤᱢ ᱵᱟᱭ ᱮᱢᱚᱜᱼᱟ᱾	MINAE Park Service park permit kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana kana
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: CafeNet El Sol offers a reservation service for a fee of US$30, or $10 for one-day passes; details on their Corcovado page.\nSantali:'}]	ᱠᱮᱯᱷᱱᱮᱴ ᱤᱹᱟᱭᱹ ᱥᱳᱞ $᱓᱐ ᱟᱢᱮᱨᱤᱠᱟᱱ ᱰᱚᱞᱟᱨ ᱛᱮ, ᱟᱨᱵᱟᱝ ᱢᱤᱫ ᱫᱤᱱᱟᱜ ᱯᱟᱥ ᱫᱚ $᱑᱐ ᱛᱮ ᱨᱤᱡᱚᱨᱵᱷᱮᱥᱚᱱ ᱥᱟᱨᱵᱷᱤᱥᱼᱮ ᱮᱢᱚᱜ ᱠᱟᱱᱟ, ᱡᱷᱚᱛᱚ ᱠᱟᱛᱷᱟ ᱠᱳᱨᱠᱳᱵᱷᱟᱰᱳ ᱥᱟᱦᱴᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾	CafeNet El Sol US$30 jaher jiyon resevason serbise kore, athawa US$10 jaher jiyon ek-din pass; Corcovado page re jiyon.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.\nSantali:'}]	ᱫᱩᱠᱷᱤᱱ ᱯᱮᱥᱤᱯᱷᱤᱠ ᱫᱚᱨᱭᱟ ᱛᱟᱞᱟᱨᱮᱭᱟᱜ ᱯᱳᱞᱤᱱᱮᱥᱤᱭᱟ ᱨᱮᱭᱟᱜ ᱠᱳᱠ‌ ᱫᱤᱯ ᱫᱚ ᱱᱤᱭᱩᱡᱽ ᱞᱟᱸᱰ ᱥᱟᱶ ᱯᱷᱨᱤ ᱟᱥᱳᱥᱤᱭᱮᱥᱚᱱ ᱨᱮ ᱢᱤᱫ ᱫᱤᱯ ᱫᱤᱥᱚᱢ ᱠᱟᱱᱟ᱾	Cook Islands hān New Zealand re jiyān ādān̄ ālān̄, Polynesia re ālān̄, South Pacific Ocean re ālān̄.
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The judge told Blake it was ""almost inevitable"" he was going to be sent to jail.\nSantali:'}]"	"ᱱᱭᱟᱭᱲᱚᱭ ᱫᱚ ᱵᱞᱮᱠ ᱢᱮᱛᱟ ᱫᱚᱭᱟ ᱡᱮ ᱱᱚᱶᱟ ""ᱞᱟᱵᱽᱵᱷᱟᱜᱽ ᱟᱱᱤᱣᱟᱨᱭᱟ"" ᱩᱱᱤ ᱡᱮᱞ ᱠᱚ ᱵᱷᱮᱡᱟᱭᱟ᱾"	"Juri Blake re jail hawar ""khonj kana"" kahani."
"[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: With the same time zone as Hawaii, the islands are sometimes thought of as ""Hawaii down under"".\nSantali:'}]"	"ᱦᱟᱣᱟᱭᱤ ᱥᱟᱶᱛᱮ ᱥᱚᱢᱟᱱ ᱴᱟᱭᱤᱢ ᱡᱳᱱ ᱨᱮ ᱢᱮᱱᱟᱜ ᱱᱚᱣᱟ ᱫᱤᱯ ᱫᱚ ᱢᱤᱢᱤᱫ ᱫᱷᱟᱣ ""ᱦᱟᱣᱟᱭᱤ ᱞᱟᱛᱟᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱛᱟᱨ"" ᱢᱮᱱᱛᱮ ᱢᱟᱱᱟᱣ ᱮᱫ-ᱟᱠᱚI"	Hawaii niyel aam dohak, aam dular Hawaii niyel aam dohak bohong koche.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Though smaller, it reminds some elderly visitors of Hawaii before statehood without all the large tourist hotels and other development.\nSantali:'}]	ᱦᱩᱰᱤᱧ ᱜᱮ ᱨᱮᱦᱚᱸ, ᱱᱚᱶᱟ ᱫᱚ ᱦᱟᱣᱟᱭᱤ ᱨᱮᱱ ᱢᱟᱨᱮ ᱧᱮᱧᱮᱞᱤᱭᱟᱹ ᱠᱩᱫ ᱵᱤᱱᱟᱹ ᱥᱴᱮᱴᱦᱳᱰ ᱛᱮ ᱚᱠᱟᱞᱮᱠᱟ ᱢᱟᱨᱟᱝ ᱴᱳᱨᱤᱥᱴ ᱦᱳᱴᱮᱞ ᱠᱚ ᱟᱨ ᱮᱴᱟᱜ ᱰᱮᱵᱷᱞᱚᱯᱢᱮᱸᱴ ᱠᱚᱭ ᱩᱭᱦᱟᱹᱨᱟᱠᱚᱣᱟ᱾	হাতল, এহান হাওয়াই রাজ্যত আলাদা আছে নাহান বড় পর্যটক হোটেল আর অন্যান্য উন্নয়ন ছাড়াই কিছু বয়স্ক দর্শকদের মনে করতে দেয়।
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Dark energy is a completely invisible force that is constantly acting upon the universe.\nSantali:'}]	ᱰᱟᱨᱠ ᱮᱱᱟᱨᱡᱤ ᱯᱩᱨᱟ ᱞᱮᱡᱟ ᱛᱮ ᱵᱟᱝ ᱧᱮᱞᱚᱜ ᱟᱱ ᱫᱟᱲᱮ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱵᱽᱨᱟᱱᱰ ᱨᱮ ᱞᱟᱜᱟᱛᱟᱨ ᱠᱟᱹᱢᱤ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ᱾	Koyka baha jaher jaher aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakorom aakorom kore aamdo aamdo aakor
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: In developed countries today, providing deluxe bed and breakfasts has been raised to a sort of art-form.\nSantali:'}]	ᱵᱤᱠᱥᱤᱛ ᱫᱤᱥᱚᱢ ᱨᱮ ᱛᱮᱦᱮᱧ, ᱰᱤᱞᱟᱠᱥ ᱵᱤᱥᱛᱟᱨ ᱟᱨ ᱱᱟᱥᱛᱟ ᱯᱨᱚᱫᱟᱱ ᱢᱤᱫ ᱞᱮᱠᱟᱱ ᱦᱩᱱᱟᱹᱨ ᱨᱩᱯ ᱨᱮ ᱨᱟᱠᱟᱵ ᱦᱩᱭ ᱟᱠᱟᱱᱟ᱾	Hapram disom disom re, jaher jaher bed and breakfasts kana jomkate art-form aamdo.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: At the top end, B&Bs obviously compete mainly on two main things: bedding and breakfast.\nSantali:'}]	ᱪᱮᱛᱟᱱ ᱪᱷᱚᱨ ᱨᱮ, ᱵᱤ ᱮᱱᱰ ᱵᱤᱮᱥ ᱥᱚᱫᱚᱨ ᱩᱛᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ ᱢᱩᱬᱩᱛ ᱞᱮᱠᱟᱛᱮ ᱥᱚᱢᱟᱱ ᱨᱮ ᱯᱨᱚᱛᱤᱥᱯᱟᱨᱫᱷᱟ ᱮᱫᱼᱟᱭ: ᱵᱤᱥᱛᱟᱨ ᱟᱨ ᱱᱟᱠᱥᱟ᱾	Dagom hatom, B&Bs hala hatom rengge jomdo jomdo jiyom: jomdo jomdo jiyom rengge jomdo jomdo jiyom.
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Its existence is known only because of its effects on the expansion of the universe.\nSantali:'}]	ᱱᱚᱶᱟ ᱵᱚᱝᱥᱚ ᱵᱽᱨᱟᱦᱢᱟᱱᱰ ᱨᱮᱱᱟᱜ ᱵᱤᱥᱛᱟᱨ ᱨᱮ ᱱᱚᱶᱟ ᱯᱨᱚᱵᱷᱟᱣ ᱨᱮᱱᱟᱜ ᱠᱟᱨᱚᱱ ᱜᱮ ᱵᱟᱰᱟᱭᱚᱜ ᱠᱟᱱᱟ᱾	ᱥᱟᱹᱨᱥᱤᱱᱟᱣᱟᱹ ᱯᱷᱮᱨᱟᱹᱛ ᱠᱷᱟᱨᱟᱹ ᱛᱷᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱯᱷᱮᱨᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱪᱟᱹᱨᱟᱹᱛ ᱚᱞ ᱚᱞᱱ ᱛᱷᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱪᱟᱹᱨᱟᱹᱛ ᱚᱞ ᱚᱞᱱ ᱛᱷᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱪᱟᱹᱨᱟᱹᱛ ᱚᱞ ᱚᱞᱱ ᱛᱷᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱪᱟᱹᱨᱟᱹᱛ ᱚᱞ ᱚᱞᱱ ᱛᱷᱟᱹᱛ ᱚᱞ ᱠᱟᱹᱨᱟᱹ ᱪᱟᱹᱨᱟᱹᱛ ᱚᱞ ᱚᱞᱱ ᱛᱷ
"[{'role': 'user', 'content': ""This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: Breakfast may include seasonal delights of the region or the host's speciality dish.\nSantali:""}]"	ᱵᱟᱹᱥᱠᱟᱹᱜ ᱨᱮ ᱴᱚᱴᱷᱟ ᱥᱮ ᱢᱮᱡᱽᱵᱟᱱ ᱨᱮᱱᱟᱜ ᱵᱤᱥᱮᱥᱛᱟ ᱯᱟᱠᱣᱟᱱ ᱨᱮᱱᱟᱜ ᱢᱚᱥᱢᱤ ᱠᱩᱥᱤ ᱢᱮᱥᱟ ᱢᱮᱱᱟᱜᱼᱟ᱾	Hapahat kana jomkatey baha aamdo jomkatey aamdo aamdo jomkatey aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo aamdo
[{'role': 'user', 'content': 'This is an English to Santali translation, please provide the Santali translation for this sentence. Do not provide any explanations or text apart from the translation.\nEnglish: The setting might be an historic old building with antique furnishings, manicured grounds and a swimming pool.\nSantali:'}]	ᱥᱮᱴᱤᱝ ᱥᱮᱫᱟᱭ ᱥᱟᱢᱟᱱ, ᱢᱮᱭᱱᱤᱠᱭᱳᱨ ᱜᱽᱨᱟᱣᱩᱱᱰ ᱟᱨ ᱢᱤᱫ ᱥᱣᱤᱢᱤᱝ ᱯᱩᱞ ᱨᱮᱱᱟᱜ ᱥᱟᱶ ᱢᱤᱫ ᱱᱟᱜᱟᱢᱟᱱ ᱢᱟᱨᱮ ᱵᱷᱤᱛ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ᱾	সেটিং একটি ঐতিহাসিক পুরাতন ভবন হতে পারে যেখানে পুরাতন সাজ-সাজ্জা, সাঁতার জমিদার ও একটি স্বিমিং পুল থাকে।
